Marca,Modelo,Año,Tipo_Combustible,Potencia_HP,Cilindros,Tipo_Transmision,Categoria_Mercado,Tamaño_Vehiculo,Vehicle Style,KPL_Carretera,KPL_Ciudad,Precio,Consumo_KPL_Carretera
Subaru,Legacy,2016,regular unleaded,256.0,6.0,AUTOMATIC,Performance,Midsize,Sedan,12.329176,8.502880000000001,29945,Bajo
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.053744,23845,Medio 
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.053744,22045,Medio 
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.053744,27145,Medio 
Subaru,Legacy,2016,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,15.305184,11.053744,24145,Medio 
Subaru,Legacy,2017,regular unleaded,256.0,6.0,AUTOMATIC,Performance,Midsize,Sedan,11.904032,8.502880000000001,31640,Bajo
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.6286,23995,Bajo
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.6286,21995,Bajo
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.6286,25995,Bajo
Subaru,Legacy,2017,regular unleaded,175.0,4.0,AUTOMATIC,,Midsize,Sedan,14.454896000000002,10.6286,28840,Bajo
Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,Luxury,Midsize,Sedan,9.778312,6.37716,2000,Bajo
Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,Luxury,Midsize,Sedan,9.778312,6.802304,2060,Bajo
Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Coupe,9.778312,6.37716,2042,Bajo
Acura,Legend,1993,regular unleaded,200.0,6.0,MANUAL,Luxury,Midsize,Sedan,9.778312,6.802304,2000,Bajo
Acura,Legend,1993,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Coupe,9.778312,6.37716,2000,Bajo
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Coupe,10.203456000000001,6.802304,2181,Bajo
Acura,Legend,1994,regular unleaded,200.0,6.0,MANUAL,Luxury,Midsize,Sedan,9.778312,6.802304,2028,Bajo
Acura,Legend,1994,regular unleaded,200.0,6.0,AUTOMATIC,Luxury,Midsize,Sedan,9.353168,7.227448000000001,2063,Bajo
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Sedan,10.203456000000001,6.802304,2066,Bajo
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Coupe,10.203456000000001,6.802304,2384,Bajo
Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,Luxury,Midsize,Sedan,9.353168,7.227448000000001,2356,Bajo
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Coupe,10.203456000000001,6.802304,2506,Bajo
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Coupe,10.203456000000001,6.802304,2265,Bajo
Acura,Legend,1995,regular unleaded,200.0,6.0,AUTOMATIC,Luxury,Midsize,Sedan,9.353168,7.227448000000001,2144,Bajo
Acura,Legend,1995,regular unleaded,200.0,6.0,MANUAL,Luxury,Midsize,Sedan,9.778312,6.802304,2135,Bajo
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,"Luxury,Performance",Midsize,Sedan,10.203456000000001,6.802304,2066,Bajo
Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.227448000000001,25645,Bajo
Buick,LeSabre,2003,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.227448000000001,31420,Bajo
Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,26040,Bajo
Buick,LeSabre,2004,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,32085,Bajo
Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,26725,Bajo
Buick,LeSabre,2005,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.652592,32385,Bajo
Maserati,Levante,2017,premium unleaded (required),424.0,6.0,AUTOMATIC,"Crossover,Exotic,Luxury,High-Performance",Large,4dr SUV,8.077736,5.952016,83000,Bajo
Maserati,Levante,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,"Crossover,Exotic,Luxury,Performance",Large,4dr SUV,8.502880000000001,5.952016,72000,Bajo
Lexus,LFA,2012,premium unleaded (required),552.0,10.0,AUTOMATED_MANUAL,"Exotic,Luxury,High-Performance",Compact,Coupe,6.802304,4.676584,375000,Bajo
Chrysler,LHS,1999,regular unleaded,253.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.203456000000001,6.802304,2000,Bajo
Chrysler,LHS,2000,regular unleaded,253.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.203456000000001,6.802304,2087,Bajo
Chrysler,LHS,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,Performance,Large,Sedan,10.203456000000001,6.802304,28680,Bajo
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,,Compact,Wagon,11.904032,9.353168,2000,Bajo
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,,Compact,Sedan,12.329176,9.353168,2000,Bajo
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,,Compact,Wagon,11.053744,8.928024,2000,Bajo
Subaru,Loyale,1992,regular unleaded,90.0,4.0,MANUAL,,Compact,Sedan,11.053744,8.928024,2000,Bajo
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,,Compact,Wagon,11.904032,9.353168,2000,Bajo
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,,Compact,Wagon,11.053744,8.928024,2000,Bajo
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,,Compact,Sedan,12.329176,9.353168,2000,Bajo
Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,,Compact,Sedan,11.053744,8.928024,2000,Bajo
Subaru,Loyale,1994,regular unleaded,90.0,4.0,MANUAL,,Compact,Wagon,11.053744,8.928024,2000,Bajo
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,36400,Bajo
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,41500,Bajo
Land Rover,LR2,2013,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,38900,Bajo
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,36600,Bajo
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,39100,Bajo
Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,41700,Bajo
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,36600,Bajo
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,39100,Bajo
Land Rover,LR2,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,"Crossover,Luxury",Compact,4dr SUV,10.203456000000001,7.227448000000001,41700,Bajo
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,7.227448000000001,5.1017280000000005,48525,Bajo
Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,7.227448000000001,5.1017280000000005,54025,Bajo
Land Rover,LR3,2009,premium unleaded (required),300.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,7.227448000000001,5.1017280000000005,45975,Bajo
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,49700,Bajo
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,59900,Bajo
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,54600,Bajo
Land Rover,LR4,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,69279,Bajo
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,60600,Bajo
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,50400,Bajo
Land Rover,LR4,2015,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,5.952016,55300,Bajo
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,6.37716,50400,Bajo
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,6.37716,55300,Bajo
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,8.077736,6.37716,60600,Bajo
Lexus,LS 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,Luxury,Midsize,Sedan,9.778312,7.227448000000001,4207,Bajo
Lexus,LS 400,1999,regular unleaded,290.0,8.0,AUTOMATIC,Luxury,Midsize,Sedan,9.778312,6.802304,4556,Bajo
Lexus,LS 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,Luxury,Midsize,Sedan,9.778312,6.802304,5035,Bajo
Lexus,LS 430,2004,premium unleaded (required),290.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,55375,Bajo
Lexus,LS 430,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,56225,Bajo
Lexus,LS 430,2006,premium unleaded (required),278.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,56525,Bajo
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,82305,Bajo
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,High-Performance",Large,Sedan,10.203456000000001,6.802304,84500,Bajo
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.203456000000001,6.802304,78820,Bajo
Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.203456000000001,6.802304,72520,Bajo
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,75465,Bajo
Lexus,LS 460,2015,premium unleaded (required),360.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,87500,Bajo
Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,75465,Bajo
Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.203456000000001,6.802304,78820,Bajo
Lexus,LS 460,2016,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.203456000000001,6.802304,72520,Bajo
Lexus,LS 460,2016,premium unleaded (required),360.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,82305,Bajo
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,82305,Bajo
Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.203456000000001,6.802304,72520,Bajo
Lexus,LS 460,2017,premium unleaded (required),386.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.203456000000001,6.802304,78820,Bajo
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,75465,Bajo
Lexus,LS 600h L,2014,premium unleaded (required),438.0,8.0,AUTOMATIC,"Luxury,High-Performance,Hybrid",Large,Sedan,9.778312,8.077736,120060,Bajo
Lexus,LS 600h L,2015,premium unleaded (required),438.0,8.0,AUTOMATIC,"Luxury,High-Performance,Hybrid",Large,Sedan,9.778312,8.077736,120440,Bajo
Lexus,LS 600h L,2016,premium unleaded (required),438.0,8.0,AUTOMATIC,"Luxury,High-Performance,Hybrid",Large,Sedan,9.778312,8.077736,120440,Bajo
Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,36770,Bajo
Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.778312,6.37716,43370,Bajo
Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,36140,Bajo
Lincoln,LS,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.778312,6.37716,39970,Bajo
Lincoln,LS,2004,premium unleaded (required),232.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,32370,Bajo
Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.353168,6.802304,43590,Bajo
Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,32640,Bajo
Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,36360,Bajo
Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,10.203456000000001,7.227448000000001,36990,Bajo
Lincoln,LS,2005,premium unleaded (required),280.0,8.0,AUTOMATIC,"Luxury,Performance",Midsize,Sedan,9.353168,6.802304,40190,Bajo
Lincoln,LS,2006,regular unleaded,280.0,8.0,AUTOMATIC,Luxury,Midsize,Sedan,9.778312,6.802304,39285,Bajo
Oldsmobile,LSS,1997,regular unleaded,240.0,6.0,AUTOMATIC,,Large,Sedan,10.203456000000001,6.802304,2136,Bajo
Oldsmobile,LSS,1997,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.053744,7.227448000000001,2080,Bajo
Oldsmobile,LSS,1998,regular unleaded,195.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.227448000000001,2283,Bajo
Oldsmobile,LSS,1998,regular unleaded,240.0,6.0,AUTOMATIC,,Large,Sedan,10.6286,6.802304,2444,Bajo
Oldsmobile,LSS,1999,regular unleaded,240.0,6.0,AUTOMATIC,,Large,Sedan,10.6286,6.802304,2681,Bajo
Oldsmobile,LSS,1999,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.227448000000001,2356,Bajo
Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,,Large,Sedan,9.353168,6.37716,2000,Bajo
Ford,LTD Crown Victoria,1990,regular unleaded,150.0,8.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,2000,Bajo
Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,,Large,Wagon,9.353168,6.37716,2000,Bajo
Ford,LTD Crown Victoria,1991,regular unleaded,150.0,8.0,AUTOMATIC,,Large,Sedan,9.353168,6.37716,2000,Bajo
Buick,Lucerne,2009,premium unleaded (recommended),292.0,8.0,AUTOMATIC,"Factory Tuner,Performance",Large,Sedan,9.353168,6.37716,40205,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,32520,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,29265,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,35770,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,33120,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,35270,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,30770,Bajo
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,34670,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,35730,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,30930,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,34830,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,33230,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,32730,Bajo
Buick,Lucerne,2010,premium unleaded (recommended),292.0,8.0,AUTOMATIC,Performance,Large,Sedan,9.353168,6.37716,42515,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,29230,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,35625,Bajo
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.053744,7.227448000000001,36230,Bajo
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.478888000000001,7.227448000000001,29730,Bajo
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.478888000000001,7.227448000000001,35675,Bajo
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,Flex Fuel,Large,Sedan,11.478888000000001,7.227448000000001,33130,Bajo
Buick,Lucerne,2011,premium unleaded (recommended),292.0,8.0,AUTOMATIC,Performance,Large,Sedan,9.778312,6.37716,44460,Bajo
Chevrolet,Lumina Minivan,1994,regular unleaded,120.0,6.0,AUTOMATIC,,Compact,Passenger Minivan,8.928024,7.227448000000001,2000,Bajo
Chevrolet,Lumina Minivan,1994,regular unleaded,120.0,6.0,AUTOMATIC,,Compact,Cargo Minivan,8.928024,7.227448000000001,2000,Bajo
Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,,Compact,Passenger Minivan,8.928024,7.227448000000001,2000,Bajo
Chevrolet,Lumina Minivan,1995,regular unleaded,120.0,6.0,AUTOMATIC,,Compact,Cargo Minivan,8.928024,7.227448000000001,2000,Bajo
Chevrolet,Lumina Minivan,1996,regular unleaded,180.0,6.0,AUTOMATIC,,Compact,Passenger Minivan,10.203456000000001,7.227448000000001,2000,Bajo
Chevrolet,Lumina Minivan,1996,regular unleaded,180.0,6.0,AUTOMATIC,,Compact,Cargo Minivan,10.203456000000001,7.227448000000001,2000,Bajo
Chevrolet,Lumina,1999,regular unleaded,160.0,6.0,AUTOMATIC,,Midsize,Sedan,11.053744,7.227448000000001,2000,Bajo
Chevrolet,Lumina,1999,regular unleaded,200.0,6.0,AUTOMATIC,,Midsize,Sedan,11.478888000000001,7.227448000000001,2044,Bajo
Chevrolet,Lumina,2000,regular unleaded,175.0,6.0,AUTOMATIC,,Midsize,Sedan,11.478888000000001,7.652592,2100,Bajo
Chevrolet,Lumina,2001,regular unleaded,175.0,6.0,AUTOMATIC,,Midsize,Sedan,11.053744,7.652592,18890,Bajo
Lexus,LX 450,1996,regular unleaded,212.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,5.952016,5.1017280000000005,3667,Bajo
Lexus,LX 450,1997,regular unleaded,212.0,6.0,AUTOMATIC,Luxury,Midsize,4dr SUV,5.952016,5.1017280000000005,4282,Bajo
Lexus,LX 470,2005,regular unleaded,235.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,6.802304,5.1017280000000005,65225,Bajo
Lexus,LX 470,2006,regular unleaded,275.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,6.37716,5.1017280000000005,67395,Bajo
Lexus,LX 470,2007,regular unleaded,268.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,6.37716,5.1017280000000005,67395,Bajo
Lexus,LX 570,2015,premium unleaded (recommended),383.0,8.0,AUTOMATIC,Luxury,Midsize,4dr SUV,7.227448000000001,5.1017280000000005,83180,Bajo
Lexus,LX 570,2016,premium unleaded (recommended),383.0,8.0,AUTOMATIC,Luxury,Large,4dr SUV,7.652592,5.526872,88880,Bajo
Lexus,LX 570,2017,premium unleaded (recommended),383.0,8.0,AUTOMATIC,Luxury,Large,4dr SUV,7.652592,5.526872,89380,Bajo
Mercedes-Benz,M-Class,2013,diesel,240.0,6.0,AUTOMATIC,"Crossover,Luxury,Diesel",Midsize,4dr SUV,11.904032,8.502880000000001,51270,Bajo
Mercedes-Benz,M-Class,2013,premium unleaded (required),518.0,8.0,AUTOMATIC,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,7.227448000000001,5.526872,96100,Bajo
Mercedes-Benz,M-Class,2013,premium unleaded (required),402.0,8.0,AUTOMATIC,"Crossover,Luxury,Performance",Midsize,4dr SUV,8.502880000000001,5.952016,58800,Bajo
Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.778312,7.652592,49770,Bajo
Mercedes-Benz,M-Class,2013,premium unleaded (required),302.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.778312,7.652592,47270,Bajo
Mercedes-Benz,M-Class,2014,premium unleaded (required),518.0,8.0,AUTOMATIC,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,7.227448000000001,5.526872,97250,Bajo
Mercedes-Benz,M-Class,2014,diesel,240.0,6.0,AUTOMATIC,"Crossover,Luxury,Diesel",Midsize,4dr SUV,11.904032,8.502880000000001,51790,Bajo
Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.353168,7.227448000000001,50290,Bajo
Mercedes-Benz,M-Class,2014,premium unleaded (required),402.0,8.0,AUTOMATIC,"Crossover,Luxury,Performance",Midsize,4dr SUV,8.077736,5.952016,59450,Bajo
Mercedes-Benz,M-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,10.203456000000001,7.652592,47790,Bajo
Mercedes-Benz,M-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,"Crossover,Luxury,Performance",Midsize,4dr SUV,9.353168,7.652592,62900,Bajo
Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,10.203456000000001,7.652592,48300,Bajo
Mercedes-Benz,M-Class,2015,diesel,,4.0,AUTOMATIC,"Crossover,Luxury,Diesel",Midsize,4dr SUV,12.329176,9.353168,49800,Bajo
Mercedes-Benz,M-Class,2015,premium unleaded (required),518.0,8.0,AUTOMATIC,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,7.227448000000001,5.526872,98400,Bajo
Mercedes-Benz,M-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,9.353168,7.227448000000001,50800,Bajo
BMW,M2,2016,premium unleaded (required),365.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,11.053744,7.652592,51700,Bajo
BMW,M2,2017,premium unleaded (required),365.0,6.0,MANUAL,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,11.053744,7.652592,51700,Bajo
Infiniti,M30,1990,regular unleaded,162.0,6.0,AUTOMATIC,Luxury,Midsize,Coupe,9.778312,7.227448000000001,2000,Bajo
Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,Luxury,Midsize,Convertible,9.778312,7.227448000000001,2000,Bajo
Infiniti,M30,1991,regular unleaded,162.0,6.0,AUTOMATIC,Luxury,Midsize,Coupe,9.778312,7.227448000000001,2000,Bajo
Infiniti,M30,1992,regular unleaded,162.0,6.0,AUTOMATIC,Luxury,Midsize,Coupe,9.778312,7.227448000000001,2000,Bajo
Infiniti,M30,1992,regular unleaded,162.0,6.0,AUTOMATIC,Luxury,Midsize,Convertible,9.778312,7.227448000000001,2000,Bajo
Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.778312,6.802304,43900,Bajo
Infiniti,M35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.353168,6.802304,45650,Bajo
Infiniti,M35,2009,premium unleaded (recommended),303.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.6286,7.227448000000001,45800,Bajo
Infiniti,M35,2009,premium unleaded (recommended),275.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.353168,6.802304,47950,Bajo
Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,10.6286,7.227448000000001,45800,Bajo
Infiniti,M35,2010,premium unleaded (recommended),303.0,6.0,AUTOMATIC,"Luxury,Performance",Large,Sedan,9.353168,6.802304,47950,Bajo
Infiniti,M37,2011,premium unleaded (recommended),330.0,6.0,AUTOMATIC,Luxury,Large,Sedan,10.203456000000001,7.227448000000001,49200,Bajo
